GPS纬度,GPS经度,谷歌地图纬度,谷歌地图经度,百度纬度,百度经度,地址,邮编,关键词
30.8490971513,111.8061473523,30.8466838803,111.8119087373,30.852772,111.818382,湖北省宜昌市当阳市车站路,-,当阳站
32.0171788783,119.6658204667,32.0150593497,119.6707986466,32.020976,119.677323,江苏省镇江市丹阳市,-,丹阳北站
30.5700741584,105.2760376624,30.5674968286,105.2794172457,30.573286,105.285964,四川省遂宁市大英县双桥路,-,大英东站
0,0,0,0,0,0,-,-,东淤地站
0,0,0,0,0,0,-,-,大营站
32.5776350287,117.8363438357,32.5754833518,117.8417726267,32.581813,117.848177,安徽省滁州市定远县北京路,-,定远站
36.1859268905,117.0530816879,36.1861303992,117.0590737428,36.191814,117.065703,山东省泰安市岱岳区泰山大街,-,岱岳站
0,0,0,0,0,0,-,-,大元站
0,0,0,0,0,0,-,-,大营镇站
0,0,0,0,0,0,-,-,大营子站
0,0,0,0,0,0,-,-,大战场站
37.4087759664,116.4558344482,37.4096153794,116.4616977571,37.415269,116.468278,山东省德州市陵县站北路,-,德州东站
0,0,0,0,0,0,-,-,东至站
28.0526461039,110.7107529352,28.0492518726,110.7156452844,28.055016,110.722202,湖南省怀化市溆浦县,-,低庄站
0,0,0,0,0,0,-,-,东镇站
25.5183138721,111.5645322336,25.515259138,111.5697249903,25.521342,111.576187,湖南省永州市道县月岩西路,-,道州站
0,0,0,0,0,0,-,-,东庄站
0,0,0,0,0,0,-,-,兑镇站
0,0,0,0,0,0,-,-,豆庄站
38.5293907216,114.967568015,38.529936263,114.9735171546,38.536194,114.979979,河北省保定市定州市博陵北街,-,定州站
0,0,0,0,0,0,-,-,大竹园站
40.8499631453,118.5439476343,40.8514523329,118.5499933334,40.8578,118.556374,河北省承德市承德县X553(东北线),-,大杖子站
39.3963294304,116.9439289398,39.3973078465,116.9498673506,39.403098,116.956492,天津市武清区G104(京福线),-,豆张庄站
29.2613988987,103.2722955472,29.2585019527,103.2742857464,29.264243,103.280843,四川省乐山市峨边彝族自治县S306,-,峨边站
0,0,0,0,0,0,-,-,二道沟门站
47.9591563366,124.5396202994,47.9612685532,124.5462936354,47.967524,124.552644,黑龙江省齐齐哈尔市富裕县G111(京加线),-,二道湾站
39.5602293043,109.8368744278,39.5611515685,109.8424748802,39.566899,109.849032,内蒙古自治区鄂尔多斯市伊金霍洛旗,-,鄂尔多斯站
0,0,0,0,0,0,-,-,二龙站
0,0,0,0,0,0,-,-,二龙山屯站
29.5940961635,103.519932786,29.591316182,103.5220141802,29.597175,103.528526,四川省乐山市峨眉山市南陈街,-,峨眉站
0,0,0,0,0,0,-,-,二密河站
0,0,0,0,0,0,-,-,二营站
30.365120577,114.8615278446,30.3624685225,114.8666025841,30.36855,114.87309,湖北省鄂州市鄂城区G316(江碧路),-,鄂州站
26.8375382846,119.7126570848,26.8341589555,119.7172597555,26.839906,119.723818,福建省宁德市福安市G15(沈海高速),-,福安站
28.1860216573,115.7855499114,28.182688279,115.7905763711,28.189015,115.796985,江西省宜春市丰城市西站前路,-,丰城站
0,0,0,0,0,0,-,-,丰城南站
31.8641853613,117.4799801031,31.8622491588,117.485612742,31.868572,117.492003,安徽省合肥市肥东县站北路,-,肥东站
0,0,0,0,0,0,-,-,发耳站
0,0,0,0,0,0,-,-,富海站
0,0,0,0,0,0,-,-,福海站
0,0,0,0,0,0,-,-,凤凰城站
0,0,0,0,0,0,-,-,汾河站
29.630797712,121.4600544896,29.6284335705,121.4644908633,29.63453,121.470953,浙江省宁波市奉化市G15(沈海高速),-,奉化站
47.235250754,132.0390909292,47.2377605464,132.0470034459,47.243456,132.053627,黑龙江省佳木斯市富锦市站前东路,-,富锦站
0,0,0,0,0,0,-,-,范家屯站
0,0,0,0,0,0,-,-,福利区站
0,0,0,0,0,0,-,-,福利屯站
0,0,0,0,0,0,-,-,丰乐镇站
0,0,0,0,0,0,-,-,阜南站
33.5963598038,119.6118727431,33.594746791,119.6169421181,33.600844,119.623426,江苏省盐城市阜宁县振兴北路,-,阜宁站
39.8922667338,119.243070572,39.8935467963,119.249191373,39.899672,119.255671,河北省秦皇岛市抚宁县G102(京哈线),-,抚宁站
25.6783712252,119.3795986827,25.6756541684,119.3844963964,25.681916,119.390953,福建省福州市福清市迎宾大道,-,福清站
26.6289040686,107.5319282605,26.6253410615,107.5361071421,26.631564,107.542525,贵州省黔南布依族苗族自治州福泉市G210(包南线),-,福泉站
36.4602732503,103.9833839012,36.4601136155,103.9858944488,36.465802,103.992493,甘肃省兰州市皋兰县G109(京拉线),-,丰水村站
0,0,0,0,0,0,-,-,丰顺站
39.1645710572,113.2672488751,39.1654986178,113.2740885081,39.171849,113.2805,山西省忻州市繁峙县向阳路,-,繁峙站
41.8611583316,123.896274954,41.8632478385,123.9019773304,41.868894,123.908585,辽宁省抚顺市新抚区西一路1-1号,-,抚顺站
0,0,0,0,0,0,-,-,福山口站
0,0,0,0,0,0,-,-,扶绥站
0,0,0,0,0,0,-,-,冯屯站
0,0,0,0,0,0,-,-,浮图峪站
0,0,0,0,0,0,-,-,富县东站
33.9062241809,106.5030419861,33.904670415,106.5071994101,33.91034,106.513773,陕西省宝鸡市凤县滨江路,-,凤县站
36.0086948848,109.3843790825,36.0087513035,109.3898668821,36.01453,109.396451,陕西省延安市富县富北东路,-,富县站
35.2781854375,117.9738555175,35.277743084,117.9795310718,35.283838,117.986024,山东省临沂市费县站前路,-,费县站
0,0,0,0,0,0,-,-,凤阳站
37.3723824756,111.9109163165,37.3728045389,111.9171604991,37.378593,111.923748,山西省吕梁市汾阳市,-,汾阳站
45.0064112351,125.9968498362,45.0084519493,126.0031422985,45.014836,126.009542,吉林省松原市扶余市凯旋路,-,扶余北站
27.8093998097,114.6585814305,27.8059977166,114.6634737797,27.811673,114.670054,江西省新余市分宜县站前路,-,分宜站
0,0,0,0,0,0,-,-,富源站
44.9852403939,126.0191481055,44.9873387362,126.0255103053,44.993428,126.031991,吉林省松原市扶余市通达街,-,扶余站
0,0,0,0,0,0,-,-,富裕站
28.0057070222,116.291758272,28.002439091,116.296634528,28.008701,116.303103,江西省抚州市临川区S214(石抚线),-,抚州北站
0,0,0,0,0,0,-,-,凤州站
0,0,0,0,0,0,-,-,丰镇站
0,0,0,0,0,0,-,-,范镇站
0,0,0,0,0,0,-,-,固安站
39.8895189603,116.3501932702,39.8908566456,116.3563569865,39.896649,116.362967,北京市西城区广义街5号,-,广安站
39.3277891801,115.8529686578,39.3287146276,115.858912433,39.334377,115.8655,河北省保定市高碑店市迎宾西路,-,高碑店站
41.3598128958,121.7695251225,41.3618945036,121.7749378203,41.367998,121.78139,辽宁省锦州市北镇市G305(庄林线),-,沟帮子站
35.7941663495,104.2879728973,35.7939183174,104.2906551063,35.800171,104.297092,甘肃省兰州市榆中县S309,-,甘草店站
32.2675236974,111.5970092125,32.265160495,111.6027223177,32.271477,111.609121,湖北省襄阳市谷城县粉阳路151号,-,谷城站
38.0274890473,114.8265994047,38.0280764681,114.8324895357,38.034404,114.838854,河北省石家庄市藁城市G307(迎宾大道),-,藁城站
0,0,0,0,0,0,-,-,高村站
0,0,0,0,0,0,-,-,古城镇站
30.9139313804,119.4040021739,30.9118972496,119.4093451343,30.918145,119.415771,安徽省宣城市广德县横山北路,-,广德站
26.5850256224,107.2245378395,26.5815525155,107.2287059923,26.587307,107.235256,贵州省黔南布依族苗族自治州贵定县公园路,-,贵定站
0,0,0,0,0,0,-,-,贵定南站
0,0,0,0,0,0,-,-,古东站
23.1020009528,109.6089766198,23.0991044834,109.6131715947,23.104792,109.619746,广西壮族自治区贵港市港北区江北东路518号,-,贵港站
0,0,0,0,0,0,-,-,官高站
0,0,0,0,0,0,-,-,葛根庙站
0,0,0,0,0,0,-,-,干沟站
34.7638589869,105.328161076,34.7628100847,105.3319429907,34.768869,105.338418,甘肃省天水市甘谷县S304,-,甘谷站
0,0,0,0,0,0,-,-,高各庄站
0,0,0,0,0,0,-,-,甘河站
50.7758143968,121.5024773217,50.7771985757,121.5094564295,50.782936,121.516038,内蒙古自治区呼伦贝尔市根河市敖鲁古雅路,-,根河站
0,0,0,0,0,0,-,-,郭家店站
0,0,0,0,0,0,-,-,孤家子站
0,0,0,0,0,0,-,-,古浪站
36.3371234872,103.9410251183,36.3368252912,103.9434069199,36.342939,103.94985,甘肃省兰州市皋兰县北辰路,-,皋兰站
0,0,0,0,0,0,-,-,高楼房站
0,0,0,0,0,0,-,-,归流河站
34.6354115017,112.5068061143,34.6342772193,112.5128947289,34.640025,112.519432,河南省洛阳市洛龙区古城东路,-,关林站
0,0,0,0,0,0,-,-,甘洛站
0,0,0,0,0,0,-,-,郭磊庄站
36.3922837409,119.7623112442,36.3924607928,119.767788315,36.398817,119.774205,山东省潍坊市高密市站南街,-,高密站
0,0,0,0,0,0,-,-,公庙子站
44.8554200428,123.6199122579,44.857211291,123.6260813386,44.863286,123.632546,吉林省松原市乾安县S301,-,工农湖站
0,0,0,0,0,0,-,-,广宁寺南站
0,0,0,0,0,0,-,-,广南卫站
35.8013186602,112.912867772,35.8010271503,112.9189778441,35.807359,112.925405,山西省晋城市高平市新建北路97号,-,高平站
0,0,0,0,0,0,-,-,甘泉北站
29.2451003675,115.7696476034,29.242343555,115.7747920803,29.24843,115.781251,江西省九江市德安县九仙大道,-,共青城站
42.9561879931,122.3502610687,42.9586341404,122.35587225,42.964401,122.362475,内蒙古自治区通辽市科尔沁左翼后旗铁西路,-,甘旗卡站
0,0,0,0,0,0,-,-,甘泉站
0,0,0,0,0,0,-,-,高桥镇站
0,0,0,0,0,0,-,-,灌水站
28.7498276825,106.7079379689,28.7465495503,106.7118218076,28.752482,106.718342,重庆市綦江区G210(铁石垭),-,赶水站
39.6463991274,115.8411748426,39.6474731705,115.8472098129,39.653215,115.853807,北京市房山区S320(周张路),-,孤山口站
0,0,0,0,0,0,-,-,果松站
0,0,0,0,0,0,-,-,高山子站
0,0,0,0,0,0,-,-,嘎什甸子站
0,0,0,0,0,0,-,-,高台站
0,0,0,0,0,0,-,-,高滩站
0,0,0,0,0,0,-,-,古田站
0,0,0,0,0,0,-,-,官厅站
0,0,0,0,0,0,-,-,官厅西站
28.2924666417,117.2100367401,28.2892122737,117.2152294968,28.295295,117.221691,江西省鹰潭市贵溪市交通路41,-,贵溪站
33.4905227844,116.2347634252,33.4889971953,116.240101021,33.494911,116.246638,安徽省亳州市涡阳县站前路,-,涡阳站
34.7612671189,112.9750709926,34.7601963106,112.9812239801,34.765886,112.98783,河南省郑州市巩义市孝康路,-,巩义站
37.6044234332,114.591886226,37.6049589532,114.5976154245,37.611303,114.604027,河北省石家庄市高邑县高邑大街44,-,高邑站
34.6725499897,112.9095932599,34.6712749342,112.9155799504,34.677602,112.921974,河南省郑州市巩义市,-,巩义南站
32.420079812,105.7948515826,32.4177748655,105.7986495907,32.423667,105.805187,四川省广元市利州区利州西路2段,-,广元南站
36.0211569328,106.3011570768,36.0210224297,106.3054217891,36.027246,106.31187,宁夏回族自治区固原市原州区六盘山路东,-,固原站
41.8013654873,126.239274055,41.8036968882,126.2449603381,41.810072,126.251354,吉林省通化市二道江区保险路,-,菇园站
41.3554596057,119.8453752562,41.3573683774,119.8512063786,41.363474,119.85765,辽宁省朝阳市喀喇沁左翼蒙古族自治县S207(建三线),-,公营子站
0,0,0,0,0,0,-,-,光泽站
22.6007785124,113.2007975175,22.5979704245,113.2061351134,22.603721,113.212699,广东省中山市中山市S268(沙古公路),-,古镇站
0,0,0,0,0,0,-,-,固镇站
34.3664461869,107.3591971712,34.365184243,107.3641270714,34.371106,107.370674,陕西省宝鸡市陈仓区虢亚路,-,虢镇站
40.5662576252,95.7724844171,40.5671379241,95.7735412075,40.573382,95.77994,甘肃省酒泉市瓜州县瓜州大道,-,瓜州站
21.898475576,110.8845398934,21.8955986667,110.8890245469,21.901837,110.895486,广东省茂名市高州市,-,高州站
0,0,0,0,0,0,-,-,盖州站
0,0,0,0,0,0,-,-,官字井站
39.00901267,121.5358173103,39.0099213637,121.5408813209,39.016182,121.547304,辽宁省大连市甘井子区土革线,-,革镇堡站
25.5273693276,116.6748185497,25.5244310262,116.6794104915,25.5302,116.685966,福建省龙岩市连城县留田路,-,冠豸山站
40.4028861769,122.2688173786,40.4043119,122.2739511267,40.410673,122.280327,辽宁省营口市盖州市清河大街,-,盖州西站
33.5448970804,119.0250494672,33.543511144,119.0305319024,33.549871,119.036951,江苏省淮安市清浦区淮海南路432号,-,淮安南站
31.0063769516,114.6268129691,31.0039769108,114.6319145306,31.009893,114.638464,湖北省黄冈市红安县,-,红安站
32.5499376612,120.5000120363,32.547939009,120.504550334,32.554033,120.511033,江苏省南通市海安县S221,-,海安县站
0,0,0,0,0,0,-,-,红安西站
0,0,0,0,0,0,-,-,黄柏站
0,0,0,0,0,0,-,-,海北站
35.7599292954,114.2683049537,35.7598335277,114.274211178,35.765735,114.280752,河南省鹤壁市淇滨区站前路,-,鹤壁站
0,0,0,0,0,0,-,-,会昌北站
0,0,0,0,0,0,-,-,华城站
0,0,0,0,0,0,-,-,河唇站
30.5443717504,113.8072449422,30.5418447081,113.8129258609,30.547498,113.819498,湖北省孝感市汉川市合丁线,-,汉川站
40.8614798185,122.7370779414,40.86319192,122.7423672576,40.869469,122.748792,辽宁省鞍山市海城市站前街,-,海城站
39.9409271899,116.3480509001,39.9422680119,116.3542199808,39.948051,116.360807,北京市西城区西直门桥,-,北京北站
39.9014242002,116.4785897595,39.9027205372,116.4846891028,39.908639,116.491199,北京市朝阳区庆丰闸前街,-,北京东站
39.9023085886,116.4210234785,39.9037078085,116.4272569323,39.90978,116.433737,北京市东城区毛家湾胡同甲13号,-,北京站
39.8635160364,116.3731552444,39.8648996019,116.3793726049,39.871182,116.385814,北京市丰台区北京南站路,-,北京南站
39.8934708543,116.3150472691,39.8947550327,116.3211466124,39.900515,116.327764,北京市丰台区广莲路,-,北京西站
22.9914514938,113.2641242184,22.9887257053,113.2694457212,22.995057,113.275872,广东省广州市番禺区南站北路,-,广州南站
29.6105926095,106.5472038368,29.6077802556,106.5509374717,29.614066,106.557329,重庆市渝北区昆仑大道,-,重庆北站
29.5526852597,106.5437328651,29.5498808448,106.5474879577,29.556083,106.553938,重庆市渝中区渝铁村11号,-,重庆站
29.4984438431,106.5358591228,29.4956144188,106.539608851,29.501808,106.546025,重庆市九龙坡区龙吟路,-,重庆南站
23.1527033671,113.3191919833,23.1501090572,113.3245939523,23.155875,113.33116,广东省广州市天河区林和西路121号204房,-,广州东站
31.2515247527,121.4510227306,31.2496629731,121.4556254013,31.255923,121.462056,上海市闸北区太阳山路,-,上海站
31.1549731974,121.4248408275,31.1530956764,121.4294703204,31.159439,121.435865,上海市徐汇区沪闵路289号,-,上海南站
31.1961441245,121.3160627712,31.1941802127,121.3205688823,31.200547,121.326997,上海市闵行区申兰路,-,上海虹桥站
31.2644558424,121.3967623331,31.2626401123,121.4014132835,31.268542,121.40794,上海市普陀区桃浦路86弄30号,-,上海西站
39.1653443109,117.2031274477,39.1663924951,117.2094306389,39.172509,117.215906,天津市河北区中山路,-,天津北站
39.134628402,117.2038167236,39.135656227,117.2101145504,39.141773,117.216586,天津市河北区海河东路隧道,-,天津站
39.0560318838,117.0545193529,39.0571108665,117.0608547306,39.062802,117.067499,天津市西青区柳静路,-,天津南站
39.1574035488,117.156992849,39.1585309224,117.163381871,39.16427,117.169986,天津市红桥区子牙河南路,-,天津西站
43.9094315984,125.3176913214,43.9118121987,125.3241876316,43.917542,125.330802,吉林省长春市宽城区铁北二路,-,长春站
43.8488311934,125.253314403,43.8511793764,125.2596980605,43.857473,125.266113,吉林省长春市绿园区开运街3881,-,长春南站
43.875217895,125.1935040591,43.8776078289,125.1999520896,43.883313,125.206528,吉林省长春市绿园区绿园大街,-,长春西站
30.6312653777,104.1387584981,30.6288422243,104.1412797746,30.635028,104.147737,四川省成都市成华区安宁河路,-,成都东站
30.6084107918,104.0659746172,30.6059822702,104.0684905292,30.611943,104.075012,四川省成都市武侯区天仁北二街,-,成都南站
30.6992064603,104.070801582,30.6968171003,104.0733228585,30.70277,104.079818,四川省成都市金牛区站西路,-,成都站
28.1972820231,113.0073727503,28.1939489566,113.0130322113,28.200066,113.019529,湖南省长沙市芙蓉区车站中路426号,-,长沙站
28.1501927617,113.0594439016,28.146990578,113.0652589307,28.153076,113.071753,湖南省长沙市雨花区湘秀路,-,长沙南站
26.1171247515,119.3151891747,26.1140276552,119.3200225153,26.119786,119.326579,福建省福州市晋安区福州火车站商圈东浦路16号,-,福州站
25.988884197,119.3856792969,25.9859813669,119.3906091971,25.992335,119.397037,福建省福州市仓山区胪雷路,-,福州南站
26.5602549223,106.6996036607,26.5567185259,106.7033426601,26.56283,106.709842,贵州省贵阳市南明区双峰路北巷16号,-,贵阳站
23.1515736206,113.2522479166,23.1489102599,113.2575694193,23.155005,113.264057,广东省广州市越秀区环市西路159号,-,广州站
23.1410025908,113.2394266922,23.1383338997,113.2447535593,23.144249,113.251256,广东省广州市荔湾区站前路91号,-,广州西站
45.7591779255,126.6263734147,45.7611090577,126.6323118255,45.767006,126.638881,黑龙江省哈尔滨市道里区海关街,-,哈尔滨站
45.7871523697,126.7048495296,45.7892096376,126.7109971527,45.795589,126.717367,黑龙江省哈尔滨市道外区火车头街,-,哈尔滨东站
45.704941116,126.571973808,45.7068968026,126.5779175832,45.713001,126.584349,黑龙江省哈尔滨市南岗区北兴街,-,哈尔滨西站
31.8877835343,117.3119771831,31.8858158684,117.3175400846,31.891583,117.32411,安徽省合肥市瑶海区胜利北路,-,合肥站
31.8536243373,117.1327171984,31.851779051,117.1383391085,31.858018,117.144779,安徽省合肥市蜀山区合六路辅路,-,合肥西站
40.8486874224,111.7587029311,40.8501400908,111.7656283948,40.855889,111.772229,内蒙古自治区呼和浩特市新城区广场东路,-,呼和浩特东站
40.8289989781,111.658989732,40.8303059639,111.665727441,40.836017,111.672382,内蒙古自治区呼和浩特市新城区车站东街41号,-,呼和浩特站
0,0,0,0,0,0,-,-,海站
0,0,0,0,0,0,-,-,口东站
19.9856506992,110.3388217269,19.9836493205,110.343199092,19.989338,110.349765,海南省海口市龙华区迎宾大道,-,海口东站
20.0293993427,110.1581481721,20.0273783127,110.1625201728,20.033696,110.168949,海南省海口市秀英区站前北路,-,海口站
30.2934787051,120.2083685463,30.2910656042,120.2129175728,30.297149,120.219396,浙江省杭州市江干区天成路隧道,-,杭州东站
30.2459257461,120.1783866083,30.2435623905,120.1830161012,30.249207,120.189606,浙江省杭州市上城区环城东路1号,-,杭州站
30.1745415185,120.2893129608,30.1721069201,120.2937761566,30.177773,120.30038,浙江省杭州市萧山区站前路,-,杭州南站
36.6708658891,116.9850795383,36.6710810257,116.9908516521,36.677446,116.997267,山东省济南市天桥区车站后街17号,-,济南站
36.6808537175,117.0235616322,36.6811935889,117.0295054074,36.687105,117.036054,山东省济南市天桥区历黄路,-,济南东站
36.6689405735,116.8860591928,36.6690266282,116.891606001,36.675265,116.898031,山东省济南市槐荫区威海路,-,济南西站
